normalized_text,product_id,product_kind,attr_mnn,attr_rx_otc,attr_brand,attr_dosage,attr_dosage_form,attr_package_hint,mnn_uteka,rx_uteka,url_uteka,title_uteka,brand_uteka,form_uteka,dose_uteka,pack_uteka,match_score_uteka,match_status_uteka,source_class_uteka,query_uteka,ladder_step_uteka,fetched_at_uteka,http_status_uteka,parser_version_uteka,error_uteka,mnn_asna,rx_asna,url_asna,title_asna,brand_asna,form_asna,dose_asna,pack_asna,match_score_asna,match_status_asna,source_class_asna,query_asna,ladder_step_asna,fetched_at_asna,http_status_asna,parser_version_asna,error_asna,mnn_apteka,rx_apteka,url_apteka,title_apteka,brand_apteka,form_apteka,dose_apteka,pack_apteka,match_score_apteka,match_status_apteka,source_class_apteka,query_apteka,ladder_step_apteka,fetched_at_apteka,http_status_apteka,parser_version_apteka,error_apteka,mnn_vidal,rx_vidal,url_vidal,title_vidal,brand_vidal,form_vidal,dose_vidal,pack_vidal,match_score_vidal,match_status_vidal,source_class_vidal,query_vidal,ladder_step_vidal,fetched_at_vidal,http_status_vidal,parser_version_vidal,error_vidal,mnn_stolichki,rx_stolichki,url_stolichki,title_stolichki,brand_stolichki,form_stolichki,dose_stolichki,pack_stolichki,match_score_stolichki,match_status_stolichki,source_class_stolichki,query_stolichki,ladder_step_stolichki,fetched_at_stolichki,http_status_stolichki,parser_version_stolichki,error_stolichki
ФАРИНГАЛ таб. 650мг N10 Салута-М | Салута-М ООО | Салута-М ООО | N10,72,drug,,otc,Фарингал,650 мг,таблетки,10 таблеток,,,,,,,,,0.0000,,search_only,ФАРИНГАЛ таб. 650мг Салута-М 650 мг таблетки,generic,,,mnn_source_identity_v1,not_found,,otc,https://www.asna.ru/cards/faringal_tab_650mg_n10_saluta-m.html,/cards/faringal_tab_650mg_n10_saluta-m.html,,,,,0.5000,,product_card,Фарингал 650 мг таблетки,exact,2026-08-13T19:22:01+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ФАРИНГАЛ таб. 650мг Салута-М 650 мг таблетки,generic,,,mnn_source_identity_v1,not_found,,,https://www.vidal.ru/drugs/products,По алфавиту,,по,,,0.0000,,search_only,ФАРИНГАЛ таб. 650мг Салута-М 650 мг таблетки,generic,2026-08-13T19:22:03+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,ФАРИНГАЛ таб. 650мг Салута-М 650 мг таблетки,generic,,,mnn_source_identity_v1,search:antibot
ГАСТРАСАН ЭКСПРЕСС 680мг+80мг N12 таб. жевательные Апельсин ЮжФарм ООО | ЮжФарм ООО | ЮжФарм ООО | N12,73,drug,,otc,Гастрасан Экспресс,680мг+80мг,таблетки жевательные,N12,,,,,,,,,0.0000,,search_only,ГАСТРАСАН ЭКСПРЕСС 680мг+80мг таб. жевательные Апельсин ЮжФарм ООО 680мг+80мг таблетки жевательные,generic,,,mnn_source_identity_v1,not_found,Кальция карбонат + Магния карбонат,otc,https://www.asna.ru/cards/gastrasan_ekspress_680mg80mg_n12_tab_zhevatelnye_apelsin_yuzhfarm_ooo.html,/cards/gastrasan_ekspress_680mg80mg_n12_tab_zhevatelnye_apelsin_yuzhfarm_ooo.html,,,,,0.4000,,product_card,Гастрасан Экспресс 680мг+80мг,short,2026-08-13T19:22:07+00:00,0,mnn_source_identity_v1,,"Кальция карбонат, Магния карбонат",,https://apteka.ru/product/gastrasan-ekspress-680-mg--80-mg-24-sht-tabletki-zhevatelnye-so-vkusom-myaty-62bebded9b43454acb749ba1/,gastrasan ekspress 680 mg  80 mg 24 sht tabletki zhevatelnye so vkusom myaty,,,,,0.3000,,product_card,Гастрасан Экспресс 680мг+80мг таблетки жевательные,exact,2026-08-13T19:22:07+00:00,0,mnn_source_identity_v1,,Кальция карбонат,otc,https://www.vidal.ru/drugs/gastrasan-express,Гастрасан,,,,,0.8500,,product_card,Гастрасан Экспресс 680мг+80мг таблетки жевательные,exact,2026-08-13T19:22:08+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ГАСТРАСАН ЭКСПРЕСС 680мг+80мг таб. жевательные Апельсин ЮжФарм ООО 680мг+80мг таблетки жевательные,generic,,,mnn_source_identity_v1,search:antibot
САМБУКУС БУЗИНА ИММУНИТЕТ таб. массой 700мг N30 Грин сайд ООО | Грин Сайд ООО | Грин Сайд ООО | N30,75,drug,,otc,Самбукус Бузина Иммунитет,700 мг,таблетки,30 таблеток,,,,,,,,,0.0000,,search_only,САМБУКУС БУЗИНА ИММУНИТЕТ таб. массой 700мг Грин сайд ООО 700 мг таблетки,generic,,,mnn_source_identity_v1,not_found,,,https://www.asna.ru/cards/fikseyd_eko_kotton_nabor_plastyrey_meditsinskikh_bakteritsidnykh_s_soderzhaniem_serebra_72mmkh19mm_n20_nordeplast_lsez.html,/cards/fikseyd_eko_kotton_nabor_plastyrey_meditsinskikh_bakteritsidnykh_s_soderzhaniem_serebra_72mmkh19mm_n20_nordeplast_lsez.html,,,,,0.0000,,search_only,САМБУКУС БУЗИНА ИММУНИТЕТ таб. массой 700мг Грин сайд ООО 700 мг таблетки,generic,2026-08-13T19:22:13+00:00,0,mnn_source_identity_v1,low_match,,,https://apteka.ru/product/sambukus-plyus-20-gr-granuly-gomeopaticheskogo-primeneniya-5e327909f5a9ae00014105c0/,sambukus plyus 20 gr granuly gomeopaticheskogo primeneniya,,,,,0.0375,,search_only,САМБУКУС БУЗИНА ИММУНИТЕТ таб. массой 700мг Грин сайд ООО 700 мг таблетки,generic,2026-08-13T19:22:13+00:00,200,mnn_source_identity_v1,low_match,,,https://www.vidal.ru/drugs/products,По алфавиту,,по,,,0.0000,,search_only,САМБУКУС БУЗИНА ИММУНИТЕТ таб. массой 700мг Грин сайд ООО 700 мг таблетки,generic,2026-08-13T19:22:16+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,САМБУКУС БУЗИНА ИММУНИТЕТ таб. массой 700мг Грин сайд ООО 700 мг таблетки,generic,,,mnn_source_identity_v1,search:antibot
ТАДАЛАФИЛ-АЛИУМ 20мг N8 таб. покрытые пленочной оболочкой Алиум АО | Алиум АО | Алиум АО | N8,86,drug,Тадалафил,rx,Алиум,20 мг,таблетки,N8,Ацикловир,rx,https://uteka.ru/product/aciklovir-forte-alium-376952/,"Ацикловир Форте-Алиум, 400 мг, табл, 20 шт.",,таблетки,400мг,20,1.0000,,product_card,Алиум 20 мг таблетки,exact,2026-08-13T19:22:18+00:00,0,mnn_source_identity_v1,,Ривароксабан,rx,https://www.asna.ru/cards/rivaroksaban_20mg_n28_tab_pokrytye_plenochnoy_obolochkoy_alium_ao.html,/cards/rivaroksaban_20mg_n28_tab_pokrytye_plenochnoy_obolochkoy_alium_ao.html,,,,,0.5000,,product_card,Алиум 20 мг таблетки,exact,2026-08-13T19:22:19+00:00,0,mnn_source_identity_v1,,Ацикловир,rx,https://apteka.ru/product/acziklovir-forte-alium-400-mg-20-sht-tabletki-619df00edb0cd3f82672d1c4/,acziklovir forte alium 400 mg 20 sht tabletki,,,,,1.0000,,product_card,Алиум 20 мг таблетки,exact,2026-08-13T19:22:20+00:00,0,mnn_source_identity_v1,,Албендазол,rx,https://www.vidal.ru/drugs/albendazole-alium,Албендазол-Алиум,,,,,1.0000,,product_card,Алиум 20 мг таблетки,exact,2026-08-13T19:22:20+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ТАДАЛАФИЛ-АЛИУМ 20мг таб. покрытые пленочной оболочкой Алиум АО 20 мг таблетки,generic,,,mnn_source_identity_v1,search:antibot
ГЕСПЕРИДИН+ДИОСМИН 100мг+900мг N30 таб. покрытые пленочной оболочкой Алиум АО | Алиум АО | Алиум АО | N30,88,drug,Диосмин+Гесперидин,otc,Алиум,100мг+900мг,таблетки,N30,,,,,,,,,0.0000,,search_only,ГЕСПЕРИДИН+ДИОСМИН 100мг+900мг таб. покрытые пленочной оболочкой Алиум АО 100мг+900мг таблетки,generic,,,mnn_source_identity_v1,not_found,Бензалкония хлорид + Бензокаин + Тиротрицин,otc,https://www.asna.ru/cards/lorotritsin-alium_n12_tab_drassasyvaniya_alium_ao.html,/cards/lorotritsin-alium_n12_tab_drassasyvaniya_alium_ao.html,,,,,0.4000,,product_card,Алиум 100мг+900мг таблетки,exact,2026-08-13T19:22:24+00:00,0,mnn_source_identity_v1,,Албендазол,rx,https://apteka.ru/product/albendazol-alium-400-mg-1-sht-tabletki-pokrytye-plenochnoj-obolochkoj-6253fedaa663fc06446aea5e/,albendazol alium 400 mg 1 sht tabletki pokrytye plenochnoj obolochkoj,,,,,0.7750,,product_card,Алиум 100мг+900мг таблетки,exact,2026-08-13T19:22:24+00:00,0,mnn_source_identity_v1,,Албендазол,rx,https://www.vidal.ru/drugs/albendazole-alium,Албендазол-Алиум,,,,,1.0000,,product_card,Алиум 100мг+900мг таблетки,exact,2026-08-13T19:22:25+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ГЕСПЕРИДИН+ДИОСМИН 100мг+900мг таб. покрытые пленочной оболочкой Алиум АО 100мг+900мг таблетки,generic,,,mnn_source_identity_v1,search:antibot
ДИНАМИКО ЛОНГ 20мг N8 таб. покрытые пленочной оболочкой Тева Фармацевтические Предприятия Лтд | Тева Фармацевтические Предприятия Лтд. | Тева Фармацевтические Предприятия Лтд. | N8,92,drug,,rx,Динамико Лонг,20 мг,таблетки,8 таблеток,Тадалафил,rx,https://uteka.ru/product/dinamiko-long-358564/,"Динамико Лонг, 20 мг, табл. п.п.о, 1 шт.",,таблетки,20мг,1,1.0000,,product_card,Динамико Лонг 20 мг таблетки,exact,2026-08-13T19:22:27+00:00,0,mnn_source_identity_v1,,Тадалафил,rx,https://www.asna.ru/cards/dinamiko_long_5mg_n28_tab_pokrytye_plenochnoy_obolochkoy_teva_farmatsevticheskie_predpriyatiya_ltd.html,/cards/dinamiko_long_5mg_n28_tab_pokrytye_plenochnoy_obolochkoy_teva_farmatsevticheskie_predpriyatiya_ltd.html,,,,,0.4000,,product_card,Динамико Лонг 20 мг таблетки,exact,2026-08-13T19:22:27+00:00,0,mnn_source_identity_v1,,Тадалафил,rx,https://apteka.ru/product/dinamiko-long-20-mg-4-sht-tabletki-pokrytye-plenochnoj-obolochkoj-62f3b2017406fca377430b66/,dinamiko long 20 mg 4 sht tabletki pokrytye plenochnoj obolochkoj,,,,,0.4500,,product_card,Динамико Лонг 20 мг таблетки,exact,2026-08-13T19:22:28+00:00,0,mnn_source_identity_v1,,Тадалафил,rx,https://www.vidal.ru/drugs/dinamiko-long-3,Динамико Лонг,,,,,1.0000,,product_card,Динамико Лонг 20 мг таблетки,exact,2026-08-13T19:22:28+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ДИНАМИКО ЛОНГ 20мг таб. покрытые пленочной оболочкой Тева Фармацевтические Предприятия Лтд 20 мг таблетки,generic,,,mnn_source_identity_v1,search:antibot
ОСТЕОМЕД таб. N60 Парафарм | Парафарм ООО | Парафарм ООО | N60,249,drug,,otc,Остеомед,,таблетки,60 tablets,,,https://uteka.ru/product/osteomed-forte-259057/,"Остеомед форте, табл, 60 шт.",,таблетки,,60,0.9500,,product_card,Остеомед таблетки,exact,2026-08-13T19:22:30+00:00,0,mnn_source_identity_v1,,,otc,https://www.asna.ru/cards/osteomed_forte_tab_n60_parafarm.html,/cards/osteomed_forte_tab_n60_parafarm.html,,,,,0.4000,,product_card,Остеомед таблетки,exact,2026-08-13T19:22:31+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ОСТЕОМЕД таб. Парафарм таблетки,generic,,,mnn_source_identity_v1,not_found,,otc,https://www.vidal.ru/drugs/osteomed,Остеомед,,,,,1.0000,,product_card,Остеомед таблетки,exact,2026-08-13T19:22:32+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ОСТЕОМЕД таб. Парафарм таблетки,generic,,,mnn_source_identity_v1,search:antibot
"ЭХИНАЦЕИ ПУРПУРНОЙ ТРАВА 1,5Г Ф/П №20 ИВАН ЧАЙ | ИВАН-ЧАЙ ЗАО | ИВАН-ЧАЙ ЗАО",354,drug,,otc,Иван-Чай,"1,5 г",фильтр-пакеты,20 пакетов,,,https://uteka.ru/product/ivan-chay-378344/,"Иван-чай, фиточай, 1.5 г, 20 шт.",,,1.5г,20,1.0000,,product_card,"Иван-Чай 1,5 г",short,2026-08-13T19:22:33+00:00,0,mnn_source_identity_v1,,Эхинацеи трава,otc,https://www.asna.ru/cards/ekhinatseya_trava_n20_fp_ivan-chay.html,/cards/ekhinatseya_trava_n20_fp_ivan-chay.html,,,,,0.4000,,product_card,"Иван-Чай 1,5 г фильтр-пакеты",exact,2026-08-13T19:22:35+00:00,0,mnn_source_identity_v1,,Иван-чай (Кипрей),,https://apteka.ru/product/kiprej-uzkolistnyj-ivan-chaj-1-gr-20-sht-filtr-pakety-nasledie-prirody-5e3269a065b5ab0001651ccc/,kiprej uzkolistnyj ivan chaj 1 gr 20 sht filtr pakety nasledie prirody,,,,,0.2571,,product_card,"Иван-Чай 1,5 г фильтр-пакеты",exact,2026-08-13T19:22:36+00:00,0,mnn_source_identity_v1,,,,https://www.vidal.ru/drugs/products,По алфавиту,,по,,,0.0000,,search_only,"ЭХИНАЦЕИ ПУРПУРНОЙ ТРАВА 1,5Г Ф/П №20 ИВАН ЧАЙ 1,5 г фильтр-пакеты",generic,2026-08-13T19:22:38+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,"ЭХИНАЦЕИ ПУРПУРНОЙ ТРАВА 1,5Г Ф/П №20 ИВАН ЧАЙ 1,5 г фильтр-пакеты",generic,,,mnn_source_identity_v1,search:antibot
"ЭТОРИАКС ТАБЛ. П/ПЛЕН/ОБ. 60МГ №14 | КРКА, Д.Д., НОВО МЕСТО АО | КРКА, Д.Д., НОВО МЕСТО АО",456,drug,Эторикоксиб,rx,Эториакс,60 мг,таблетки,14 таблеток,Эторикоксиб,rx,https://uteka.ru/product/etoriaks-363994/,"Эториакс, 60 мг, табл. п.п.о, 14 шт.",,таблетки,60мг,14,1.0000,,product_card,Эториакс 60 мг таблетки,exact,2026-08-13T19:22:40+00:00,0,mnn_source_identity_v1,,Эторикоксиб,rx,https://www.asna.ru/cards/etoriaks_90mg_n7_tab_pokrytye_plenochnoy_obolochkoy_krka_dd_novo_mesto.html,/cards/etoriaks_90mg_n7_tab_pokrytye_plenochnoy_obolochkoy_krka_dd_novo_mesto.html,,,,,0.4000,,product_card,Эториакс 60 мг таблетки,exact,2026-08-13T19:22:41+00:00,0,mnn_source_identity_v1,,Эторикоксиб,rx,https://apteka.ru/product/etoriaks-60-mg-14-sht-tabletki-pokrytye-plenochnoj-obolochkoj-5e32722df5a9ae000140cec0/,etoriaks 60 mg 14 sht tabletki pokrytye plenochnoj obolochkoj,,,,,1.0000,,product_card,Эториакс 60 мг таблетки,exact,2026-08-13T19:22:42+00:00,0,mnn_source_identity_v1,,Эторикоксиб,rx,https://www.vidal.ru/drugs/etoriax-1,Эториакс,,,,,1.0000,,product_card,Эториакс 60 мг таблетки,exact,2026-08-13T19:22:42+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Эториакс 60 мг,short,,,mnn_source_identity_v1,search:antibot
ЭСЦИТАЛОПРАМ КАНОН ТАБЛ. П/ПЛЕН/ОБ. 20МГ №28 | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО,486,drug,Эсциталопрам,rx,Эсциталопрам Канон,20 мг,таблетки,28 таблеток,Эсциталопрам,rx,https://uteka.ru/product/escitalopram-kanon-380815/,"Эсциталопрам Канон, 20 мг, табл. п.п.о, 28 шт.",,таблетки,20мг,28,1.0000,,product_card,Эсциталопрам Канон 20 мг таблетки,exact,2026-08-13T19:22:43+00:00,0,mnn_source_identity_v1,,,,https://www.asna.ru/cards/estsitalopram_kanon_10mg_n28_tab_pokrytye_plenochnoy_obolochkoy_kanonfarma_prodakshn_zao.html,/cards/estsitalopram_kanon_10mg_n28_tab_pokrytye_plenochnoy_obolochkoy_kanonfarma_prodakshn_zao.html,,,,,0.0000,,search_only,Эсциталопрам Канон 20 мг,short,2026-08-13T19:22:44+00:00,200,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,Эсциталопрам Канон 20 мг,short,,,mnn_source_identity_v1,not_found,Эсциталопрам,rx,https://www.vidal.ru/drugs/escitalopram-canon,Эсциталопрам Канон,,,,,1.0000,,product_card,Эсциталопрам Канон 20 мг таблетки,exact,2026-08-13T19:22:46+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Эсциталопрам Канон 20 мг,short,,,mnn_source_identity_v1,search:antibot
ЭНАЛАПРИЛ АЛЬФАКТИВ ТАБЛ. 20МГ №20 | ОЗОН ФАРМ ООО | ОЗОН ФАРМ ООО,777,drug,Эналаприл,rx,,20 мг,таблетки,20 таблеток,Эналаприл,rx,https://uteka.ru/product/enalapril-alfaktiv-426977/,"Эналаприл Альфактив, 10 мг, табл, 20 шт.",,таблетки,10мг,20,0.9000,,product_card,ЭНАЛАПРИЛ АЛЬФАКТИВ 20 мг таблетки,exact,2026-08-13T19:22:47+00:00,0,mnn_source_identity_v1,,,,https://www.asna.ru/cards/enalapril_alfaktiv_20mg_n20_tab_ozon_farm_ooo.html,/cards/enalapril_alfaktiv_20mg_n20_tab_ozon_farm_ooo.html,,,,,0.1000,,search_only,ЭНАЛАПРИЛ АЛЬФАКТИВ 20 мг,short,2026-08-13T19:22:48+00:00,200,mnn_source_identity_v1,low_match,Эналаприл,rx,https://apteka.ru/product/enalapril-alfaktiv-10-mg-20-sht-tabletki-6818aceb8218b87792118b10/,enalapril alfaktiv 10 mg 20 sht tabletki,,,,,0.4500,,product_card,ЭНАЛАПРИЛ АЛЬФАКТИВ 20 мг таблетки,exact,2026-08-13T19:22:49+00:00,0,mnn_source_identity_v1,,,,https://www.vidal.ru/drugs/products,По алфавиту,,по,,,0.0000,,search_only,ЭНАЛАПРИЛ АЛЬФАКТИВ 20 мг,short,2026-08-13T19:22:50+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,ЭНАЛАПРИЛ АЛЬФАКТИВ 20 мг,short,,,mnn_source_identity_v1,search:antibot
ЭЛЬКАР Р-Р Д/ПРИЕМА ВНУТРЬ 300МГ/МЛ ФЛ. 25МЛ | ///ПИК-ФАРМА ЛЕК | ///ПИК-ФАРМА ЛЕК,844,drug,Левокарнитин,Без рецепта,Элькар,300 мг/мл,раствор,Флакон 25 мл,Левокарнитин,otc,https://uteka.ru/product/elkar-144361/,"Элькар, 300 мг/мл, р-р д/пр. внутрь, 100 мл, 1 шт.",,раствор,300мг,1,1.0000,,product_card,Элькар 300 мг/мл раствор,exact,2026-08-13T19:22:51+00:00,0,mnn_source_identity_v1,,Левокарнитин,otc,https://www.asna.ru/cards/elkar_30_100ml_r-r_pik-farma.html,/cards/elkar_30_100ml_r-r_pik-farma.html,,,,,0.4000,,product_card,Элькар 300 мг/мл раствор,exact,2026-08-13T19:22:52+00:00,0,mnn_source_identity_v1,,Левокарнитин,,https://apteka.ru/product/elkar-300-mgml-rastvor-dlya-priema-vnutr-25-ml-flakon-5e32765ff5a9ae000140eef3/,elkar 300 mgml rastvor dlya priema vnutr 25 ml flakon,,,,,0.9100,,product_card,Элькар 300 мг/мл раствор,exact,2026-08-13T19:22:52+00:00,0,mnn_source_identity_v1,,Левокарнитин,rx,https://www.vidal.ru/drugs/elcar__18344,Элькар,,,,,1.0000,,product_card,Элькар 300 мг/мл раствор,exact,2026-08-13T19:22:53+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,Элькар 300 мг/мл,short,,,mnn_source_identity_v1,search:antibot
"ЭЛИЦЕЯ КУ-ТАБ ТАБЛ. ДИСПЕРГ. В ПОЛОСТИ РТА 10МГ №56 | КРКА, Д.Д., НОВО МЕСТО АО | КРКА, Д.Д., НОВО МЕСТО АО",884,drug,,rx,Элицея,10мг,таблетки,№56,Эсциталопрам,rx,https://uteka.ru/product/eliceya-231908/,"Элицея, 10 мг, табл. п.п.о, 56 шт.",,таблетки,10мг,56,0.7833,,product_card,Элицея 10мг таблетки,exact,2026-08-13T19:22:54+00:00,0,mnn_source_identity_v1,,,,https://www.asna.ru/cards/elitseya_10mg_n56_tab_pokrytye_plenochnoy_obolochkoy_krka-rus.html,/cards/elitseya_10mg_n56_tab_pokrytye_plenochnoy_obolochkoy_krka-rus.html,,,,,0.0000,,search_only,ЭЛИЦЕЯ КУ-ТАБ 10мг таблетки,generic,2026-08-13T19:22:55+00:00,200,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,ЭЛИЦЕЯ КУ-ТАБ 10мг таблетки,generic,,,mnn_source_identity_v1,not_found,Эсциталопрам,rx,https://www.vidal.ru/drugs/elicea__30433,Элицея,,,,,1.0000,,product_card,Элицея 10мг таблетки,exact,2026-08-13T19:22:57+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ЭЛИЦЕЯ КУ-ТАБ 10мг таблетки,generic,,,mnn_source_identity_v1,search:antibot
"ЭКЗОРОЛФИНЛАК ЛАК Д/НОГТЕЙ 5% ФЛ. 2,5МЛ | ПАУЛЬ В. БЕЙФЕРС ГМБХ | ПАУЛЬ В. БЕЙФЕРС ГМБХ",1053,drug,Циклопирокс,rx,Экзоролфинлак,5%,,"флакон 2,5 мл",Аморолфин,otc,https://uteka.ru/product/ekzorolfinlak-358514/,"Экзоролфинлак, 5%, лак для ногтей, 2.5 мл, 1 шт.",,,2.5мл,1,1.0000,,product_card,Экзоролфинлак 5%,exact,2026-08-13T19:22:58+00:00,0,mnn_source_identity_v1,,,,https://www.asna.ru/cards/fikseyd_eko_kotton_nabor_plastyrey_meditsinskikh_bakteritsidnykh_s_soderzhaniem_serebra_72mmkh19mm_n20_nordeplast_lsez.html,/cards/fikseyd_eko_kotton_nabor_plastyrey_meditsinskikh_bakteritsidnykh_s_soderzhaniem_serebra_72mmkh19mm_n20_nordeplast_lsez.html,,,,,0.0000,,search_only,"ЭКЗОРОЛФИНЛАК ЛАК Д/НОГТЕЙ 5% ФЛ. 2,5МЛ 5%",generic,2026-08-13T19:22:59+00:00,0,mnn_source_identity_v1,low_match,,,,,,,,,0.0000,,search_only,"ЭКЗОРОЛФИНЛАК ЛАК Д/НОГТЕЙ 5% ФЛ. 2,5МЛ 5%",generic,,,mnn_source_identity_v1,not_found,Аморолфин,otc,https://www.vidal.ru/drugs/exorolfinlak,Экзоролфинлак,,,,,1.0000,,product_card,Экзоролфинлак 5%,exact,2026-08-13T19:22:59+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,"ЭКЗОРОЛФИНЛАК ЛАК Д/НОГТЕЙ 5% ФЛ. 2,5МЛ 5%",generic,,,mnn_source_identity_v1,search:antibot
ЭДАС-117 ЛАРИНОЛ КАПЛИ Д/ПРИЕМА ВНУТРЬ ГОМЕОП. ФЛ. 25МЛ | ЭДАС ХОЛДИНГ ОАО | ЭДАС ХОЛДИНГ ОАО,1157,drug,,Без рецепта,ЭДАС-117 ЛАРИНОЛ,,капли,Флакон 25 мл,,otc,https://uteka.ru/product/edas-117-larinol-361227/,"Эдас-117 Ларинол, капли, 25 мл, 1 шт.",,капли,25мл,1,1.0000,,product_card,ЭДАС-117 ЛАРИНОЛ капли,exact,2026-08-13T19:23:00+00:00,0,mnn_source_identity_v1,,,,https://www.asna.ru/cards/fikseyd_eko_kotton_nabor_plastyrey_meditsinskikh_bakteritsidnykh_s_soderzhaniem_serebra_72mmkh19mm_n20_nordeplast_lsez.html,/cards/fikseyd_eko_kotton_nabor_plastyrey_meditsinskikh_bakteritsidnykh_s_soderzhaniem_serebra_72mmkh19mm_n20_nordeplast_lsez.html,,,,,0.0000,,search_only,ЭДАС-117 ЛАРИНОЛ КАПЛИ Д/ПРИЕМА ВНУТРЬ ГОМЕОП. ФЛ. 25МЛ капли,generic,2026-08-13T19:23:02+00:00,0,mnn_source_identity_v1,low_match,,,https://apteka.ru/product/edas-117-larinol-flakon-kapli-dlya-priema-vnutr-gomeopaticheskie-25-ml-5e327580ca7bdc000193301f/,edas 117 larinol flakon kapli dlya priema vnutr gomeopaticheskie 25 ml,,,,,0.4500,,product_card,ЭДАС-117 ЛАРИНОЛ капли,exact,2026-08-13T19:23:02+00:00,0,mnn_source_identity_v1,,,otc,https://www.vidal.ru/drugs/larinol_edas-117__35313,Ларинол Эдас-117,,,,,1.0000,,product_card,ЭДАС-117 ЛАРИНОЛ капли,exact,2026-08-13T19:23:03+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,ЭДАС-117 ЛАРИНОЛ КАПЛИ Д/ПРИЕМА ВНУТРЬ ГОМЕОП. ФЛ. 25МЛ капли,generic,,,mnn_source_identity_v1,search:antibot
"ЭВКАЛИПТА ПРУТОВИДНОГО ЛИСТЬЯ Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",1217,drug,Эвкалипта прутовидного листьев,otc,Здоровье,1.5 г,фильтр-пакеты,20 фильтр-пакетов,,,https://uteka.ru/product/m-zdorove-krapivi-listya-436042/,"М Здоровье Крапивы листья, 1.5 г, 20 шт.",,,1.5г,20,1.0000,,product_card,Здоровье 1.5 г,short,2026-08-13T19:23:04+00:00,0,mnn_source_identity_v1,,Крапивы двудомной листья,otc,https://www.asna.ru/cards/krapiva_listya_15g_n20_fp_zdorove.html,/cards/krapiva_listya_15g_n20_fp_zdorove.html,,,,,0.4000,,product_card,Здоровье 1.5 г фильтр-пакеты,exact,2026-08-13T19:23:06+00:00,0,mnn_source_identity_v1,,,,https://apteka.ru/product/fitochaj-zdorovechernika-2-gr-20-sht-filtr-pakety-5e32723665b5ab0001655da0/,fitochaj zdorovechernika 2 gr 20 sht filtr pakety,,,,,0.7000,,product_card,Здоровье 1.5 г фильтр-пакеты,exact,2026-08-13T19:23:08+00:00,0,mnn_source_identity_v1,,,otc,https://www.vidal.ru/drugs/alphavit_mamino_zdorovie__38112,Алфавит Мамино Здоровье,,,,,1.0000,,product_card,Здоровье 1.5 г фильтр-пакеты,exact,2026-08-13T19:23:09+00:00,0,mnn_source_identity_v1,,,,,,,,,,0.0000,,search_only,"ЭВКАЛИПТА ПРУТОВИДНОГО ЛИСТЬЯ Ф/П 1,5Г №20 ЗДОРОВЬЕ 1.5 г фильтр-пакеты",generic,,,mnn_source_identity_v1,search:antibot
