product_id,normalized_text,baseline_attr_mnn,input_explicit_mnn,input_explicit_mnn_confidence,identity_gate_status,previous_catalog_mnn,previous_enrichment_mnn,previous_enrichment_status,pass_action,new_enrichment_called,new_enrichment_status,retry_count,new_mnn_enriched,new_rx_otc_enriched,new_age_enriched,final_candidate_mnn,final_mnn_method,needs_human_review,evidence_urls,research_summary,raw_artifact_path,identity_enrichment_run_id
18925,ИБУПРОФЕН ВЕЛФАРМ ТАБЛ. П/ПЛЕН/ОБ. 400МГ №30 УРАЛБИОФАРМ | УРАЛБИОФАРМ ОАО | УРАЛБИОФАРМ ОАО,Ибупрофен,Ибупрофен,high,resolved_enrichment,,Ибупрофен,ok,reuse_existing_enrichment,false,,0,,,,Ибупрофен,input_plus_enrichment,false,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
20027,ДОКСАЗОЗИН ТАБЛ. 2МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,Доксазозин,,none,resolved_enrichment,,Доксазозин,ok,reuse_existing_enrichment,false,,0,,,,Доксазозин,enrichment,false,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
20122,ДИОСМИН ТАБЛ. П/ПЛЕН/ОБ. 600МГ №60 ОЗОН | ОЗОН ООО | ОЗОН ООО,Диосмин,Диосмин,high,resolved_input_explicit,,,,skip_strong_input_mnn,false,,0,,,,Диосмин,input_explicit_mnn,false,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
20606,ДЕКСАМЕТАЗОН Р-Р Д/ИН. 4МГ/МЛ АМП. 1МЛ №10 ЭСКОМ | ЭСКОМ НПК | ЭСКОМ НПК,Дексаметазон,Дексаметазон,high,resolved_enrichment,,Дексаметазон,ok,reuse_existing_enrichment,false,,0,,,,Дексаметазон,input_plus_enrichment,false,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
20614,"ДЕКСАМЕТАЗОН-КРКА ТАБЛ. 4МГ №20 | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО | КРКА Д.Д., НОВО МЕСТО АО/КРКА-РУС ООО",Дексаметазон,Дексаметазон,high,resolved_input_explicit,,,,skip_strong_input_mnn,false,,0,,,,Дексаметазон,input_explicit_mnn,false,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
21010,ГЛИЦИН ФОРТЕ ТАБЛ. ЗАЩЕЧН. И П/ЯЗЫЧН. 250МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,Глицин,Глицин,high,resolved_input_explicit,,,,skip_strong_input_mnn,false,,0,,,,Глицин,input_explicit_mnn,false,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
21018,ГЛИЦИН ТАБЛ. П/ЯЗЫЧН. 100МГ №50 ОЗОН ФАРМ | ОЗОН ФАРМ ООО | ОЗОН ФАРМ ООО,Глицин,Глицин,high,resolved_enrichment,,Глицин,ok,reuse_existing_enrichment,false,,0,,,,Глицин,input_plus_enrichment,false,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
21019,ГЛИЦИН ТАБЛ. П/ЯЗЫЧН. 100МГ №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,Глицин,Глицин,high,resolved_enrichment,,Глицин,ok,reuse_existing_enrichment,false,,0,,,,Глицин,input_plus_enrichment,false,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
21137,ГЛИБЕНКЛАМИД ТАБЛ. 5МГ №120 ОЗОН ФАРМ | ОЗОН ФАРМ ООО | ОЗОН ФАРМ ООО,Глибенкламид,,none,resolved_enrichment,,Глибенкламид,ok,reuse_existing_enrichment,false,,0,,,,Глибенкламид,enrichment,false,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
24080,БЕТАГИСТИН ТАБЛ. 8МГ №30 ОЗОН | ОЗОН ООО/ОЗОН ФАРМ ООО | ОЗОН ООО/ОЗОН ФАРМ ООО,Бетагистин,,none,resolved_enrichment,,Бетагистин,ok,reuse_existing_enrichment,false,,0,,,,Бетагистин,enrichment,false,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
24095,БЕТАГИСТИН ТАБЛ. 16МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,Бетагистин,,none,resolved_enrichment,,Бетагистин,ok,reuse_existing_enrichment,false,,0,,,,Бетагистин,enrichment,false,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
24098,БЕТАГИСТИН СОЛОФАРМ ТАБЛ. 16МГ №30 | ГРОТЕКС ООО | ГРОТЕКС ООО,Бетагистин,,none,resolved_enrichment,,Бетагистин,ok,reuse_existing_enrichment,false,,0,,,,Бетагистин,enrichment,false,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
24682,АЦИКЛОВИР ТАБЛ. 200МГ №20 АВЕКСИМА | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,Ацикловир,Ацикловир,high,resolved_enrichment,,Ацикловир,ok,reuse_existing_enrichment,false,,0,,,,Ацикловир,input_plus_enrichment,false,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
24750,АЦЕТИЛСАЛИЦИЛОВАЯ КИСЛОТА ПЛЮС РЕНЕВАЛ ТАБЛ. 500МГ+25МГ №20 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,Ацетилсалициловая кислота + Аскорбиновая кислота,,none,resolved_enrichment,,"Ацетилсалициловая кислота, Аскорбиновая кислота",ok,reuse_existing_enrichment,false,,0,,,,"Ацетилсалициловая кислота, Аскорбиновая кислота",enrichment,false,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
24896,АТОРВАСТАТИН-ФП ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | ФАРМПРОЕКТ АО | ФАРМПРОЕКТ АО,Аторвастатин,Аторвастатин,high,resolved_enrichment,,Аторвастатин,ok,reuse_existing_enrichment,false,,0,,,,Аторвастатин,input_plus_enrichment,false,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
24901,АТОРВАСТАТИН-ТЕВА ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 АЛКАЛОИД | АЛКАЛОИД АД Скопье | АЛКАЛОИД АД Скопье,Аторвастатин,Аторвастатин,high,resolved_input_explicit,,,,skip_strong_input_mnn,false,,0,,,,Аторвастатин,input_explicit_mnn,false,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
24945,АТОРВАСТАТИН-СЗ ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | СЕВЕРНАЯ ЗВЕЗДА НАО | СЕВЕРНАЯ ЗВЕЗДА НАО,Аторвастатин,Аторвастатин,high,resolved_input_explicit,,,,skip_strong_input_mnn,false,,0,,,,Аторвастатин,input_explicit_mnn,false,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
24957,АТОРВАСТАТИН МЕДИСОРБ ТАБЛ. П/ПЛЕН/ОБ. 40МГ №30 | МЕДИСОРБ АО | МЕДИСОРБ АО,Аторвастатин,Аторвастатин,high,resolved_enrichment,,Аторвастатин,ok,reuse_existing_enrichment,false,,0,,,,Аторвастатин,input_plus_enrichment,false,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
25599,АПИЛАК ТАБЛ. П/ЯЗЫЧН. 10МГ №30 ВИФИТЕХ | ВИФИТЕХ | ВИФИТЕХ,,,none,resolved_enrichment,,Маточное Молочко,ok,reuse_existing_enrichment,false,,0,,,,Маточное Молочко,enrichment,false,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
25982,АМЛОДИПИН ТАБЛ. 10МГ №30 РОЗЛЕКС | РОЗЛЕКС ФАРМ ООО | РОЗЛЕКС ФАРМ ООО,Амлодипин,Амлодипин,high,resolved_enrichment,,Амлодипин,ok,reuse_existing_enrichment,false,,0,,,,Амлодипин,input_plus_enrichment,false,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
26001,АМЛОДИПИН-ПРАНА ТАБЛ. 10МГ №60 | ПРАНАФАРМ ООО | ПРАНАФАРМ ООО,Амлодипин,Амлодипин,high,resolved_input_explicit,,,,skip_strong_input_mnn,false,,0,,,,Амлодипин,input_explicit_mnn,false,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
26038,АМЛОДИПИН-АЛСИ ТАБЛ. 10МГ №90 | АЛСИ ФАРМА АО | АЛСИ ФАРМА АО,Амлодипин,Амлодипин,high,resolved_input_explicit,,,,skip_strong_input_mnn,false,,0,,,,Амлодипин,input_explicit_mnn,false,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
26113,АМБРОКСОЛ ТАБЛ. 30МГ №20 КАНОНФАРМА | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО,Амброксол,Амброксол,high,resolved_enrichment,,Амброксол,ok,reuse_existing_enrichment,false,,0,,,,Амброксол,input_plus_enrichment,false,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
26115,АМБРОКСОЛ ТАБЛ. 30МГ №20 ВЕРТЕКС | ВЕРТЕКС АО | ВЕРТЕКС АО,Амброксол,Амброксол,high,resolved_input_explicit,,,,skip_strong_input_mnn,false,,0,,,,Амброксол,input_explicit_mnn,false,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
27128,АГОМЕЛАТИН ТАБЛ. П/ПЛЕН/ОБ. 25МГ №28 | ОЗОН ООО | ОЗОН ООО,Агомелатин,,none,resolved_enrichment,,Агомелатин,ok,reuse_existing_enrichment,false,,0,,,,Агомелатин,enrichment,false,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
34,МЕЛАДАПТ 3мг N10 таб. покрытые пленочной оболочкой Озон ООО | Озон ООО | Озон ООО | N10,,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,Мелатонин,otc,взрослые,Мелатонин,enrichment,false,https://megapteka.ru/specials/guide_meladapt-instrukciya-po-4049 | https://www.rlsnet.ru/pharm-groups/obshhetoniziruyushhie-sredstva-i-adaptogeny-64 | https://aptekamos.ru/tovary/lekarstva/melatonin-2540/meladapt-tabletki-3mg-98709/instrukciya | https://www.rlsnet.ru/active-substance/melatonin-2159 | https://megapteka.ru/specials/guide_kogda-primenyat-melatonin-461 | https://megapteka.ru/specials/guide_melaksen-instrukciya-po-1020 | https://megapteka.ru/specials/guide_melaritm-instrukciya-po-6800 | https://megapteka.ru/specials/guide_melaritm-instrukciya-po-6800 | https://www.rlsnet.ru/drugs/meladapt-82375 | https://www.vidal.ru/drugs/meladapt | https://medvisor.ru/medicine/drug/meladapt-_76658/ | https://www.rlsnet.ru/drugs/meladapt-82375,"status=ok | Category=Drug | mnn=Мелатонин | RX_OTC=OTC | Age=Взрослый | Меладапт — это лекарственный препарат, зарегистрированный в ГРЛС, выпускается в форме таблеток, покрытых пленочной оболочкой, дозировкой 3 мг (источник: megapteka.ru). Действующее вещество — мелатонин (МНН) (источник: aptekamos.ru, rlsnet.ru). Препарат относится к группе…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
45,АКВИОН КОЖА ВОЛОСЫ НОГТИ таб. N60 ВТФ ООО | ВТФ ООО | ВТФ ООО | N60,,,none,unresolved_catalog,,,ok,new_enrichment,true,ok,0,,unknown,универсальный,,unresolved_final,true,https://medi.ru/instrukciya/endomeklin_28767/ | https://dsm.ru/upload/medialibrary/164/61vbxn9ib5bkrf0xyedyjx81a772rpca/DSM-Annual_report_2025_RU.pdf | https://chelovekilekarstvo.ru/wp-content/uploads/2025/04/e-tesisi_chil_2025.pdf | https://zdravcity.ru/p_pikovit-tab-p-o-n60-0005739.html | https://cdn1.tenchat.ru/static/vbc-gostinder/2024-04-01/f65efd72-9b00-4e73-a7cb-e45fd3898005.pdf | https://izvestiya.ggtu.ru/wp-content/uploads/2025/12/konferencziya-2.pdf | https://zdravcity.ru/p_revit-dr-n100-0045953.html | https://zdravcity.ru/p_pikovit-forte-tab-p-o-n30-0011198.html | https://dsm.ru/upload/medialibrary/164/61vbxn9ib5bkrf0xyedyjx81a772rpca/DSM-Annual_report_2025_RU.pdf | https://chelovekilekarstvo.ru/wp-content/uploads/2025/04/e-tesisi_chil_2025.pdf | https://izvestiya.ggtu.ru/wp-content/uploads/2025/12/konferencziya-2.pdf | https://cdn1.tenchat.ru/static/vbc-gostinder/2024-04-01/f65efd72-9b00-4e73-a7cb-e45fd3898005.pdf,"status=ok | Category=Other | RX_OTC=not applicable | Age=Универсальный | Поиск по запросу 'АКВИОН КОЖА ВОЛОСЫ НОГТИ' не дал прямых результатов. В найденных сниппетах упоминается 'Кожа, волосы и ногти Аквион' на страницах Здравсити (например, https://zdravcity.ru/p_pikovit-tab-p-o-n60-0005739.html и…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
56,РИТОФЛЕКС МСМ таб. N60 Фармацевтическая Фабрика ООО | Фармацевтическая фабрика ООО | Фармацевтическая фабрика ООО | N60,,,none,unresolved_catalog,,,,new_enrichment,true,ok,0,,unknown,взрослые,,unresolved_final,true,https://apteka.ru/product/erzig-ritofleks-msm-60-sht-tabletki-massoj-13-g-6881ca52930d4277140351ba/instructions/ | https://apteka.ru/product/erzig-ritofleks-msm-60-sht-tabletki-massoj-13-g-6881ca52930d4277140351ba/instructions/ | https://erzig.ru/catalog/zdorove-sustavov/ritofleks-msm/ | https://erzig.ru/catalog/zdorove-sustavov/ritofleks/ | https://s-zdorovie.ru/catalog/bady/dlya-sustavov/ritofleks_msm__glyukozamin_500mg_hondroitin_400mg_msm__tab__1300mg__60/ | https://erzig.ru/catalog/zdorove-sustavov/ritofleks-msm/ | https://erzig.ru/catalog/zdorove-sustavov/ritofleks/ | https://planetazdorovo.ru/sanktpeterburg/catalog/lekarstva-i-bad/sustavy-i-myshtsy/khondroprotektory/erzig-ritofleks-msm-tab-60-sht-24591111/ | https://s-zdorovie.ru/catalog/bady/dlya-sustavov/ritofleks_msm__glyukozamin_500mg_hondroitin_400mg_msm__tab__1300mg__60/ | https://erzig.ru/catalog/zdorove-sustavov/ritofleks-msm/ | https://s-zdorovie.ru/catalog/bady/dlya-sustavov/ritofleks_msm__glyukozamin_500mg_hondroitin_400mg_msm__tab__1300mg__60/ | https://planetazdorovo.ru/catalog/lekarstva-i-bad/sustavy-i-myshtsy/khondroprotektory/ritofleks-glyukozamin-500hondro-13999511/,"status=ok | Category=BAS | RX_OTC=not applicable | Age=Взрослый | РИТОФЛЕКС МСМ является биологически активной добавкой (БАД) к пище, а не лекарственным средством. Согласно инструкции, его принимают взрослые по 1 таблетке 2 раза в день во время еды. Состав включает хондроитин, глюкозамин, гиалуроновую кислоту и МСМ (метилсульфонилметан).…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
72,ФАРИНГАЛ таб. 650мг N10 Салута-М | Салута-М ООО | Салута-М ООО | N10,,,none,unresolved_catalog,,,ok,new_enrichment,true,ok_partial,2,,unknown,универсальный,,unresolved_final,true,https://grls.rosminzdrav.ru/ | https://www.webapteka.ru/drugbase/name11423.html | https://www.rlsnet.ru/baa/faringal-10921 | https://grls.rosminzdrav.ru/ | https://zhurnal-vokls.ru/wp-content/uploads/2025/10/49ru_all_ok.pdf | https://minzdrav.gov.ru/opendata/7707778246-grls/visual | https://grls.pharm-portal.ru/grls?pageSize=100&sort%5Breg_date%5D=desc | https://grls.pharm-portal.ru/grls?sort%5Bholder%5D=desc | https://minzdrav.gov.ru/search?q=grls | https://farmsovety.ru/blog/retsepturnye-i-bezretsepturnye-preparaty/ | https://grls.pharm-portal.ru/grls | https://pharmznanie.ru/article/instrukcia-dla-farmacevta-kak-bystro-iskat-dostovernuu-informaciu-o-lekarstvah,"status=ok_partial | Category=Drug | RX_OTC=not applicable | Age=Универсальный | По данным поиска, Фарингал упоминается в контексте лекарственных средств, но точная информация о МНН, рецептурности и возрастных ограничениях отсутствует. В результатах есть ссылки на инструкцию на webapteka.ru и rlsnet.ru, но содержимое не раскрывает этих деталей. Также…",redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461
